sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
Female,25 - 45,African-American,None,None,None,None,M,Battery,0
Female,Less than 25,Caucasian,None,None,None,None,M,Battery,0
Female,25 - 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,1
Male,25 - 45,Hispanic,None,None,None,1 to 5,F,"Poss3,4 Methylenedioxymethcath",0
Male,25 - 45,African-American,None,None,1 to 2,5+ to 15,M,Criminal Mischief Damage <$200,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Cruelty Toward Child,0
Male,Greater than 45,Hispanic,None,None,None,None,F,Uttering a Forged Instrument,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,1
Female,Less than 25,African-American,None,1 to 2,None,1 to 5,M,Reckless Driving,0
Male,25 - 45,Caucasian,None,None,None,None,F,Battery on Law Enforc Officer,1
Male,Greater than 45,African-American,None,None,None,5+ to 15,M,Petit Theft,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,Other,None,None,None,1 to 5,F,Pos Cannabis W/Intent Sel/Del,1
Male,Less than 25,Hispanic,None,None,1 to 2,1 to 5,F,Poss Similitude of Drivers Lic,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Felony Battery w/Prior Convict,1
Male,25 - 45,African-American,None,None,None,15+ to 25,F,arrest case no charge,1
Female,25 - 45,Caucasian,None,None,None,None,M,Battery,0
Female,25 - 45,Caucasian,None,None,None,1 to 5,M,Assault,0
Female,25 - 45,African-American,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,0
Male,25 - 45,Caucasian,None,None,None,None,M,DUI Property Damage/Injury,0
Male,25 - 45,African-American,None,None,None,None,M,Battery,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Pos Cannabis W/Intent Sel/Del,0
Male,25 - 45,African-American,None,None,None,None,F,Poss Oxycodone W/Int/Sell/Del,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Tampering With Physical Evidence,1
Male,25 - 45,Asian,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Possession of Cocaine,0
Male,25 - 45,African-American,None,None,None,None,F,Possession of Cocaine,0
Male,25 - 45,African-American,None,None,None,15+ to 25,F,arrest case no charge,0
Female,Less than 25,Caucasian,None,None,None,1 to 5,M,Battery,0
Female,25 - 45,Caucasian,None,None,None,None,F,Possession of Cocaine,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Poss of Vessel w/Altered ID NO,0
Male,25 - 45,Caucasian,None,None,None,None,F,Possession of Cocaine,0
Male,Greater than 45,Caucasian,None,None,None,None,F,Possession Child Pornography,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,1 to 4,None,None,15+ to 25,F,Poss Pyrrolidinobutiophenone,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,1
Male,25 - 45,Caucasian,None,None,None,5+ to 15,M,Criminal Mischief>$200<$1000,1
Female,Greater than 45,Caucasian,None,None,None,None,F,Possession of Cocaine,0
Female,Less than 25,African-American,None,None,None,1 to 5,F,Possession of Cocaine,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Tamper With Witness/Victim/CI,0
Female,25 - 45,African-American,None,None,None,1 to 5,M,Battery,0
Male,Less than 25,Other,None,None,None,None,F,Conspiracy Dealing Stolen Prop,0
Female,25 - 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Female,Less than 25,African-American,None,None,1 to 2,None,M,Battery,1
Male,25 - 45,African-American,None,None,None,None,M,Battery,0
Female,25 - 45,African-American,None,None,None,None,M,Battery,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Felony Driving While Lic Suspd,1
Male,25 - 45,Hispanic,None,None,None,5+ to 15,F,Deliver Cocaine,0
Male,25 - 45,African-American,1 to 4,None,None,5+ to 15,F,Possession of Cocaine,1
Female,25 - 45,Hispanic,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Lewd or Lascivious Molestation,0
Female,Less than 25,Caucasian,None,None,None,None,M,Battery,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,arrest case no charge,0
Male,25 - 45,Caucasian,None,None,None,None,F,Felony DUI - Enhanced,1
Male,25 - 45,African-American,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Aggravated Battery (Firearm),0
Male,25 - 45,African-American,None,None,None,None,M,Battery,0
Female,25 - 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,0
Male,Less than 25,Caucasian,None,None,None,1 to 5,M,arrest case no charge,0
Female,25 - 45,Caucasian,None,None,None,None,F,Grand Theft in the 3rd Degree,1
Female,25 - 45,Caucasian,None,None,None,None,M,Battery,1
Male,25 - 45,African-American,4+,None,None,5+ to 15,M,Battery,1
Male,Less than 25,African-American,None,None,None,1 to 5,F,Pos Cannabis W/Intent Sel/Del,1
Female,25 - 45,Caucasian,None,None,None,1 to 5,M,Assault,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Possession of Cocaine,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Driving While License Revoked,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Possession Of Heroin,1
Male,Greater than 45,Other,None,None,None,None,F,Possession of Cocaine,1
Male,25 - 45,Hispanic,None,None,None,5+ to 15,F,arrest case no charge,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,False Imprisonment,0
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,Hispanic,None,None,None,None,M,Battery,1
Male,Less than 25,African-American,None,2+,2+,5+ to 15,F,arrest case no charge,1
Male,Less than 25,Caucasian,None,None,None,1 to 5,F,Burglary Unoccupied Dwelling,0
Male,Greater than 45,Caucasian,None,None,None,5+ to 15,M,Battery,1
Female,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Female,25 - 45,African-American,None,None,None,5+ to 15,F,Driving While License Revoked,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Battery,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Neglect Child / No Bodily Harm,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Sale/Del Cannabis At/Near Scho,0
Male,25 - 45,African-American,None,None,None,5+ to 15,M,Battery,1
Male,Less than 25,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,Asian,None,None,None,None,M,Battery,0
Male,Greater than 45,Hispanic,None,None,None,1 to 5,M,Operating W/O Valid License,0
Male,25 - 45,African-American,1 to 4,None,None,15+ to 25,M,Possess Cannabis/20 Grams Or Less,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Disorderly Conduct,0
Male,25 - 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Burglary Conveyance Armed,1
Male,Less than 25,Caucasian,None,None,None,1 to 5,F,Burglary Conveyance Assault/Bat,0
Female,Greater than 45,Caucasian,None,None,None,None,M,Disorderly Intoxication,0
Male,25 - 45,Caucasian,None,None,None,5+ to 15,M,Battery,1
Male,Greater than 45,African-American,None,None,None,5+ to 15,F,Strong Armed  Robbery,1
Female,25 - 45,Hispanic,None,None,None,None,M,Prostitution/Lewd Act Assignation,0
Male,25 - 45,African-American,None,1 to 2,None,1 to 5,M,Aggravated Battery / Pregnant,0
Female,25 - 45,Caucasian,None,None,None,1 to 5,F,Possession Of Heroin,1
Male,Less than 25,Caucasian,None,None,None,1 to 5,M,Driving Under The Influence,0
Male,Greater than 45,Asian,None,None,None,None,F,Grand Theft in the 3rd Degree,0
Female,25 - 45,Caucasian,None,None,None,None,M,Battery,0
Female,25 - 45,Caucasian,None,None,None,None,F,Poss Contr Subst W/o Prescript,1
Female,25 - 45,Caucasian,None,None,1 to 2,1 to 5,F,Driving While License Revoked,0
Male,25 - 45,African-American,None,None,None,None,F,Uttering a Forged Instrument,0
Male,25 - 45,Hispanic,None,None,None,1 to 5,F,Felony Battery (Dom Strang),0
Male,Less than 25,African-American,None,None,1 to 2,1 to 5,F,Possession of Cocaine,1
Female,25 - 45,Caucasian,None,None,None,5+ to 15,M,Petit Theft,1
Female,25 - 45,African-American,None,None,None,5+ to 15,M,arrest case no charge,0
Male,25 - 45,Hispanic,None,None,None,1 to 5,F,arrest case no charge,0
Female,Greater than 45,African-American,None,None,None,1 to 5,F,False 911 Call,0
Male,Less than 25,Hispanic,None,None,1 to 2,1 to 5,F,Possession of Cocaine,0
Female,Less than 25,Hispanic,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,Hispanic,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,None,F,Corrupt Public Servant,1
Female,25 - 45,African-American,None,None,None,None,M,Battery,0
Male,25 - 45,Caucasian,None,None,None,None,F,"Poss3,4 Methylenedioxymethcath",0
Male,25 - 45,African-American,None,None,None,1 to 5,M,Battery,0
Female,25 - 45,Other,None,None,None,None,F,Aggrav Battery w/Deadly Weapon,0
Male,Less than 25,African-American,None,None,1 to 2,1 to 5,M,Battery,1
Male,Less than 25,African-American,4+,1 to 2,None,5+ to 15,F,Possession of Cocaine,1
Male,25 - 45,Hispanic,None,1 to 2,None,25+,F,Driving While License Revoked,1
Male,Greater than 45,African-American,None,None,None,5+ to 15,F,arrest case no charge,0
Male,25 - 45,Hispanic,None,None,None,5+ to 15,F,Driving While License Revoked,0
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,Felony Battery (Dom Strang),0
Male,Less than 25,African-American,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,1
Male,Greater than 45,Hispanic,None,None,None,None,M,Battery,0
Male,Less than 25,African-American,None,None,1 to 2,1 to 5,F,Grand Theft in the 3rd Degree,1
Male,25 - 45,African-American,None,2+,1 to 2,5+ to 15,F,arrest case no charge,1
Male,25 - 45,African-American,None,None,None,1 to 5,M,Possess Cannabis/20 Grams Or Less,0
Female,25 - 45,Caucasian,None,None,None,None,M,Battery,0
Male,25 - 45,African-American,None,None,None,None,F,Trespass Structure w/Dang Weap,1
Male,Greater than 45,Caucasian,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,1 to 2,5+ to 15,M,Battery,1
Male,25 - 45,Hispanic,None,1 to 2,None,15+ to 25,F,"Poss 3,4 MDMA (Ecstasy)",1
Male,Less than 25,Other,None,None,None,None,M,Aggravated Assault w/Firearm,0
Male,Greater than 45,Other,None,None,None,1 to 5,M,Battery,1
Female,25 - 45,African-American,None,None,None,1 to 5,F,Uttering a Forged Instrument,1
Male,Less than 25,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Female,Less than 25,African-American,None,None,None,1 to 5,M,Battery,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,Greater than 45,Caucasian,None,None,None,5+ to 15,F,Possession Burglary Tools,1
Male,25 - 45,Other,None,None,None,1 to 5,M,Battery,0
Male,25 - 45,Caucasian,None,None,None,None,M,Battery,0
Male,Less than 25,African-American,None,1 to 2,1 to 2,1 to 5,F,Driving While License Revoked,0
Female,25 - 45,African-American,None,None,None,None,F,Aggravated Battery (Firearm),1
Male,25 - 45,African-American,None,None,None,None,M,Possession of Cocaine,0
Male,25 - 45,Hispanic,None,None,None,5+ to 15,F,Crim Use of Personal ID Info,1
Female,25 - 45,Hispanic,None,None,None,None,F,Battery on Law Enforc Officer,0
Female,Greater than 45,Caucasian,None,None,None,None,F,Fraudulent Use of Credit Card,0
Female,25 - 45,Hispanic,None,None,None,1 to 5,M,Battery,0
Male,Less than 25,Caucasian,None,None,1 to 2,5+ to 15,F,Burglary Conveyance Unoccup,0
Male,Greater than 45,African-American,None,None,None,None,M,DUI Property Damage/Injury,0
Male,25 - 45,Other,None,None,None,1 to 5,F,Aggravated Assault W/dead Weap,0
Male,Less than 25,African-American,None,None,None,None,F,Pos Cannabis W/Intent Sel/Del,1
Male,25 - 45,African-American,None,None,None,15+ to 25,F,Grand Theft (Motor Vehicle),1
Male,25 - 45,African-American,None,None,None,5+ to 15,F,Burglary Dwelling Occupied,0
Female,Greater than 45,Caucasian,None,None,None,1 to 5,F,Unlicensed Telemarketing,0
Male,Less than 25,African-American,None,None,None,None,F,"Deliver 3,4 Methylenediox",0
Male,25 - 45,African-American,None,None,None,None,F,Possession of Cocaine,1
Male,Less than 25,African-American,None,None,None,1 to 5,M,Viol Injunct Domestic Violence,1
Male,25 - 45,Caucasian,None,None,None,None,M,Driving Under The Influence,0
Male,Less than 25,African-American,None,1 to 2,None,1 to 5,F,Battery on Law Enforc Officer,1
Female,25 - 45,Other,None,None,None,5+ to 15,F,arrest case no charge,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Burglary Structure Unoccup,0
Male,25 - 45,African-American,None,None,None,None,F,Computer Pornography,0
Male,Greater than 45,Caucasian,None,None,None,15+ to 25,F,Corrupt Public Servant,1
Male,25 - 45,African-American,None,None,None,None,M,Battery,0
Male,25 - 45,African-American,None,None,None,5+ to 15,M,Unlaw Use False Name/Identity,0
Male,25 - 45,African-American,None,None,None,None,F,Robbery / Weapon,0
Female,25 - 45,African-American,None,None,None,5+ to 15,F,Agg Battery Grt/Bod/Harm,1
Male,Less than 25,Other,None,None,None,None,M,Possess Cannabis/20 Grams Or Less,0
Male,Greater than 45,Caucasian,None,None,None,None,M,Battery,0
Male,Less than 25,Caucasian,None,1 to 2,1 to 2,1 to 5,F,Poss Tetrahydrocannabinols,1
Male,25 - 45,African-American,None,None,None,5+ to 15,M,Battery,0
Male,Greater than 45,Caucasian,None,None,None,None,M,Driving License Suspended,0
Male,25 - 45,African-American,None,None,None,None,F,Uttering a Forged Instrument,1
Male,Less than 25,African-American,None,None,None,1 to 5,F,Aggravated Assault W/Dead Weap,1
Female,Greater than 45,African-American,None,None,None,1 to 5,M,DUI- Enhanced,0
Female,25 - 45,Caucasian,None,None,None,1 to 5,F,Burglary Conveyance Unoccup,1
Female,25 - 45,African-American,None,None,None,5+ to 15,F,Driving While License Revoked,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,M,Battery,1
Male,Greater than 45,Caucasian,None,None,None,None,F,Criminal Mischief,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Robbery / Weapon,0
Male,25 - 45,African-American,None,None,None,1 to 5,F,Aggravated Battery / Pregnant,1
Male,25 - 45,African-American,None,None,None,None,F,Burglary Unoccupied Dwelling,0
Male,Less than 25,African-American,None,None,None,1 to 5,M,Possess Cannabis/20 Grams Or Less,1
Male,25 - 45,Hispanic,None,None,None,1 to 5,F,Driving While License Revoked,1
Male,25 - 45,African-American,None,1 to 2,None,5+ to 15,M,Criminal Mischief>$200<$1000,1
Male,25 - 45,Caucasian,None,None,None,1 to 5,F,Grand Theft in the 3rd Degree,1
Male,Less than 25,African-American,1 to 4,1 to 2,None,5+ to 15,M,Susp Drivers Lic 1st Offense,0
Male,25 - 45,African-American,None,None,None,None,M,Battery,0
Female,Greater than 45,African-American,None,None,None,None,M,Battery,0
Female,25 - 45,African-American,None,None,None,1 to 5,M,Battery,0
Male,Greater than 45,Other,None,None,None,None,F,Grand Theft in the 3rd Degree,0
Male,Less than 25,Caucasian,None,None,1 to 2,1 to 5,F,Burglary Conveyance Unoccup,1
Male,Less than 25,Caucasian,None,1 to 2,1 to 2,1 to 5,M,Battery,1
Female,Greater than 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Male,25 - 45,African-American,None,None,None,None,F,arrest case no charge,0
Male,Less than 25,African-American,None,None,None,None,F,Burglary Unoccupied Dwelling,0
Male,25 - 45,African-American,None,None,None,1 to 5,M,Criminal Mischief>$200<$1000,0
Male,25 - 45,Other,None,None,None,None,M,Battery,0
Female,25 - 45,African-American,None,None,None,1 to 5,M,Susp Drivers Lic 1st Offense,0
Female,Greater than 45,Other,None,None,None,None,M,Battery,0
Male,Greater than 45,Caucasian,None,None,None,None,M,Battery,0
Male,Greater than 45,Hispanic,None,None,None,1 to 5,M,Opert With Susp DL 2nd Offens,0
Male,Less than 25,African-American,None,None,None,1 to 5,M,Poss Of Controlled Substance,1
Male,25 - 45,Other,None,1 to 2,None,5+ to 15,F,Trespass Property w/Dang Weap,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,arrest case no charge,1
Male,Less than 25,Native American,None,1 to 2,None,1 to 5,F,arrest case no charge,1
Male,25 - 45,Caucasian,None,None,None,None,M,Battery,0
Male,25 - 45,African-American,None,None,None,15+ to 25,M,Battery,1
Male,Greater than 45,Hispanic,None,None,None,1 to 5,M,Disorderly Intoxication,0
Male,Less than 25,African-American,None,None,None,1 to 5,F,Burglary Conveyance Unoccup,1
Male,Greater than 45,Caucasian,None,None,None,None,M,Driving Under The Influence,1
Male,25 - 45,African-American,None,None,None,1 to 5,F,Agg Battery Grt/Bod/Harm,0
Female,25 - 45,African-American,None,None,None,1 to 5,M,Battery,1
Female,25 - 45,Caucasian,None,None,None,1 to 5,M,Resist/Obstruct W/O Violence,0
Male,Less than 25,African-American,None,None,None,1 to 5,F,Robbery Sudd Snatch No Weapon,0
Female,25 - 45,Caucasian,None,None,None,None,F,Aggravated Battery / Pregnant,0
Male,Less than 25,Hispanic,None,None,None,None,F,Manufacture Cannabis,1
Male,Less than 25,Caucasian,None,None,None,1 to 5,M,Resist/Obstruct W/O Violence,1
Female,Greater than 45,Caucasian,None,None,None,None,M,DUI Property Damage/Injury,0
Male,25 - 45,Hispanic,None,None,None,None,M,Operating W/O Valid License,0
Male,Less than 25,African-American,None,None,1 to 2,1 to 5,F,arrest case no charge,0
Male,Less than 25,African-American,None,None,None,1 to 5,M,Resist/Obstruct W/O Violence,1
Male,25 - 45,African-American,None,2+,1 to 2,15+ to 25,F,Felony Battery w/Prior Convict,1
Male,25 - 45,Caucasian,None,None,None,5+ to 15,F,Felony Petit Theft,1
Male,Greater than 45,Caucasian,None,None,None,5+ to 15,F,Felony DUI (level 3),0
Male,Less than 25,African-American,None,None,None,1 to 5,F,Fleeing or Eluding a LEO,0
Male,Greater than 45,African-American,None,None,None,1 to 5,F,arrest case no charge,0
Female,25 - 45,Caucasian,None,None,None,None,F,Grand Theft in the 3rd Degree,1
Male,Less than 25,African-American,None,None,1 to 2,None,F,Pos Cannabis W/Intent Sel/Del,1
Male,25 - 45,African-American,1 to 4,None,None,5+ to 15,F,arrest case no charge,0
Male,Less than 25,African-American,None,None,None,None,F,arrest case no charge,0
Female,25 - 45,Caucasian,None,None,None,1 to 5,M,Grand Theft in the 3rd Degree,0
Male,Greater than 45,Other,None,None,None,None,F,Tamper With Witness/Victim/CI,0
